"estuary","slopes","ci.up","ci.low","pvals","s.pvals","STATE","DLAT","DLONG","CONDITION","CLASSIFICATION","SUBCLASS","BARRIER_BACKBARRIER","CENTRAL_BASIN","FLUVIAL_BAYHEAD_DELTA","FLOOD_EBB_DELTA","INTERTIDAL_FLATS","MANGROVE","SALTMARSH_SALTFLAT","TIDAL_SANDBANKS","ROCKY_REEF","CORAL","CHANNEL","BEDROCK","FLOODPLAIN","BEDROCK_PERIMETER","PERIMETER","CATCHMENTAREA","WATERAREA","MAXLENGTH","MAXWIDTH","ENTLENGTH","ENTRANCEWIDTH","MEANWAVEHEIGHT","MEANWAVEPERIOD","MAXWAVEHEIGHT","MAXWAVEPERIOD","TIDALRANGE","TIDALTYPE"
"Haughton River",-2.62946785655462e-07,5.63212946028097e-06,-6.15802303159189e-06,0.928958276900967,5.47700268832443e-16,"QLD",-19.416,147.126,"modified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,9.72612,1.2193,25.62134,16.28461,1.16866,NA,NA,6.36233,NA,NA,8.66031,NA,2111,NA,NA,NA,NA,NA,0.087,5.53,1,11.7,2.4,"Semi Diurnal"
"Hawkesbury River",2.01589352998866e-05,2.58129138724754e-05,1.45049567272978e-05,2.08914671942714e-12,1.23101135461742e-08,"NSW",-33.563,151.341,"extensively modified","tide dominated","OTHER",0.353,NA,21.66215,NA,6.73757,2.24461,4.87636,NA,NA,NA,94.67452,NA,NA,1.82626,400.69,21909,117.37,67.52,5.17,NA,3.78,1.388,6.958,9.4,13.3,1.1,"Semi Diurnal"
"Head Creek",1.06478218559803e-05,1.53646610889939e-05,5.93098262296666e-06,7.26205178956041e-06,3.65657384642442e-37,"QLD",-22.561,150.576,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.29,224,16.51,13.5,1.65,NA,2.18,0.211,2.692,0.7,8.1,4.3,"Semi Diurnal"
"Hearns Lake",1.51678466515692e-05,2.46578424297243e-05,5.67785087341408e-06,0.00181987457795119,0.703766312300147,"NSW",-30.133,153.201,"largely unmodified","wave dominated","OTHER",0.1845,0.09734,NA,0.00928,0.0644,NA,0.04572,NA,NA,NA,0.02047,NA,NA,NA,4.33,NA,0.12,1.59,0.22,NA,0.051,NA,NA,NA,NA,NA,""
"Helby River",1.57719353387443e-05,2.41710475762873e-05,7.37282310120136e-06,0.000199595772382039,0.000605745684193297,"WA",-14.748,128.182,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,1.13034,10.92309,18.2104,11.68389,0.04675,NA,2.90595,NA,NA,NA,27.08,105,2.06,7.67,NA,NA,0.51,0.432,3.795,3.5,8.5,4.9,"Semi Diurnal"
"Henderson Lagoon",1.30457076789171e-05,2.69776591386441e-05,-8.86243780809902e-07,0.0620652016587163,4.327219463584e-12,"TAS",-41.508,148.268,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.51508,0.40586,NA,0.0354,0.16073,NA,0.70193,NA,0.01666,NA,0.38728,NA,NA,0.25904,NA,57,NA,NA,NA,NA,NA,0.955,6.182,3.1,10,1.5,"Semi Diurnal"
"Henty River",3.68291509485622e-05,6.39563709394101e-05,9.70193095771438e-06,0.007154534437083,3.01526500055881e-11,"TAS",-42.061,145.251,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.82,530,0.59,6.69,NA,NA,0.059,2.483,9.108,8.4,14.4,1,"Diurnal"
"Herbert Creek",5.56033968909162e-07,4.76461366867794e-06,-3.65254573085961e-06,0.791719610037308,1.27149699251103e-31,"QLD",-22.393,149.889,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,0.04799,35.11208,85.73408,91.66326,NA,NA,88.91037,NA,13.53974,NA,117.36,2286,174.44,46.03,NA,NA,9.54,0.047,2.568,0.5,8,5.2,"Semi Diurnal"
"Herbert River",7.44818991112905e-06,1.47099303974465e-05,1.86449424811614e-07,0.0409503514629223,3.06176650861124e-07,"QLD",-18.503,146.273,"modified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,6.37585,2.65991,50.15904,0.71199,2.28186,NA,NA,7.79191,NA,NA,NA,96.34,NA,9.48,31.38,NA,NA,3.02,NA,NA,NA,NA,NA,""
"Hervey Bay",1.79359321662965e-05,2.81128557711809e-05,7.75900856141197e-06,0.000450279811704575,8.30337914207821e-36,"QLD",-24.719,152.71,"largely unmodified","tide dominated","OTHER",1.22763,NA,47.37143,NA,35.72853,23.99651,15.42521,199.99922,0.62254,NA,3522.3496,NA,0.09928,5.96951,287.97,NA,3814.4,65.59,NA,NA,88.48,NA,NA,NA,NA,NA,""
"Hervey Creek",8.63121488274605e-06,1.90489300750174e-05,-1.78650030952533e-06,0.0986651088375376,5.69968363857571e-07,"QLD",-20.716,148.734,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",0.05151,NA,NA,0.31753,0.02912,1.64883,0.60222,0.06673,0.01242,NA,0.46247,NA,NA,NA,14.18,65,0.78,4.63,0.29,NA,0.13,0.601,4.365,2.4,8.1,3.4,"Semi Diurnal"
"Hinchinbrook Channel",6.1479056022497e-06,1.1562191473136e-05,7.3361973136338e-07,0.0236705338834605,4.54268385824346e-19,"QLD",-18.258,146.053,"largely unmodified","tide dominated","OTHER",NA,NA,NA,NA,NA,93.18847,6.98725,NA,NA,NA,120.90514,NA,0.98475,NA,249.62,9455,150.42,44.53,NA,NA,9.25,0.577,5.87,2.2,13.8,2.3,"Semi Diurnal"
"Hopkins River",3.86927112836565e-05,6.42498918236817e-05,1.31355307436313e-05,0.00345913793705803,0.000113591435702024,"VIC",-38.399,142.509,"modified","river dominated","WAVE-DOMINATED DELTA",0.04896,0.25273,NA,0.03891,0.4208,NA,0.30376,NA,NA,NA,1.32503,NA,NA,NA,NA,8984,NA,NA,NA,NA,NA,2.266,8.819,7.8,14.6,0.8,"Diurnal"
"Hull River",-2.74600472040411e-06,6.88452525932094e-06,-1.23765347001292e-05,0.568927101080423,4.86734887913352e-14,"QLD",-17.992,146.077,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",0.1736,NA,NA,0.52185,0.58026,9.66596,8.8805,0.06996,NA,NA,1.37286,1.4671,NA,2.72307,39.89,155,2.13,10.31,NA,NA,0.12,0.794,6.04,2.8,13.5,2.1,"Semi Diurnal"
"Hunter River",1.44120923257112e-05,2.21903262677113e-05,6.63385838371109e-06,0.000240375164938257,6.41774383609769e-19,"NSW",-32.918,151.794,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",4.93452,7.9083,NA,NA,0.62212,16.66856,6.69407,NA,NA,NA,18.22351,NA,15.35934,0.46037,135.2,21437,28.42,46.09,1.58,NA,0.55,1.394,6.996,9.2,13.4,1.3,"Semi Diurnal"
"Hunter River",1.44120923257112e-05,2.21903262677113e-05,6.63385838371109e-06,0.000240375164938257,6.41774383609769e-19,"WA",-15.042,125.379,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.6,408,19.62,17.58,NA,NA,2.45,0.314,4.378,3,10.7,6,"Semi Diurnal"
"Huon River",3.11693609820346e-05,5.09799580263992e-05,1.135876393767e-05,0.00186053292233298,1.70316349067296e-05,"TAS",-43.281,147.124,"modified","tide dominated","OTHER",NA,NA,NA,NA,1.699,NA,5.39679,NA,0.24506,NA,90.87929,NA,NA,0.99923,135.29,3068,70.84,48.88,4.95,NA,4.04,0.634,6.066,3,12.6,1.3,"Diurnal"
"Inglis River",1.17661626398744e-07,2.79523622515647e-05,-2.77170389987672e-05,0.993264911544577,0.22466685677943,"TAS",-40.987,145.74,"extensively modified","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,0.33755,NA,NA,NA,0.25215,NA,0.35143,NA,NA,NA,8,497,0.26,3.57,NA,NA,0.13,0.868,5.157,4.7,10.2,2.4,"Semi Diurnal"
"Irwin Inlet",2.33760854254226e-05,3.68964028660903e-05,9.85576798475502e-06,0.000660454595779769,2.92651399475782e-06,"WA",-35.021,116.958,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.56274,8.7605,0.2798,2.70454,0.30569,NA,0.34095,NA,NA,NA,0.71379,NA,NA,0.01614,20.87,344,10.37,4.8,5.13,2.22,0.11,2.308,8.412,9.7,13.6,0.5,"Diurnal"
"Irwin River",2.34952013751341e-05,3.37036628139008e-05,1.32867399363674e-05,6.346948014936e-06,4.94235821567111e-15,"WA",-29.259,114.92,"extensively modified","wave dominated","OTHER",0.04365,NA,NA,NA,0.06368,0.11706,0.05524,NA,0.03143,NA,0.2043,NA,NA,0.02156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Island Head Creek",1.00163913369371e-05,1.69070804495771e-05,3.12570222429714e-06,0.00374676319434588,2.87126013731443e-28,"QLD",-22.348,150.654,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.76,138,20.2,12.59,2.33,NA,1.46,0.961,6.015,4.4,9.9,4.5,"Semi Diurnal"
"Jack Smith Lake",-9.48036997047406e-06,1.5691908999961e-05,-3.46526489409092e-05,0.453072403758877,1.5844311547366e-14,"VIC",-38.497,147.04,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",NA,1.27068,0.14518,0.91885,6.17077,NA,5.17006,NA,NA,NA,0.53759,NA,NA,NA,49.75,246,10.74,8.55,2.27,1.15,0.16,0.872,5.888,2.6,9.7,2,"Semi Diurnal"
"Jackson River",4.96984730622168e-06,1.79692276766107e-05,-8.02953306416729e-06,0.445793410886331,0.00143241071124002,"QLD",-11.669,142.012,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.57,1699,8.27,17.8,NA,NA,0.66,0.195,3.707,3,10.3,2.6,"Diurnal"
"Jardine River",6.79440561732873e-06,2.25728365591894e-05,-8.9840253245319e-06,0.391058132811482,3.06760025738745e-15,"QLD",-10.922,142.213,"near pristine","river dominated","WAVE-DOMINATED DELTA",0.61198,NA,NA,NA,1.33013,14.39331,18.65721,3.16504,NA,NA,2.25378,NA,NA,NA,46.38,2828,5.26,16.9,NA,NA,0.4,0.506,3.372,3,7.6,3.2,"Diurnal"
"Jeannie River",-7.9084144029715e-07,1.12168524651486e-05,-1.27985353457429e-05,0.89538879264134,1.62257948487518e-07,"QLD",-14.656,144.922,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.28,486,0.76,7.71,NA,NA,0.14,0.977,5.584,2.3,11.5,2,"Semi Diurnal"
"Jervis Bay",1.93080571505157e-05,3.02482309157293e-05,8.36788338530209e-06,0.000440222188744269,3.55197774698545e-28,"NSW",-35.107,150.787,"largely unmodified","tide dominated","OTHER",0.17871,NA,1.0786,0.07506,3.28999,1.87997,3.5002,0.13338,2.48217,NA,120.71644,NA,NA,1.00375,66.33,376,126.11,13.73,16.42,NA,4.83,1.197,6.828,9.2,13.2,1.2,"Semi Diurnal"
"Johnstone River",8.01512645215522e-06,1.70740867140289e-05,-1.04383380971847e-06,0.0782935380391851,7.82387290197118e-05,"QLD",-17.509,146.066,"modified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,2.62705,0.47257,2.71536,0.04299,0.31533,NA,NA,4.05223,NA,NA,NA,26.27,1674,2.36,10.66,NA,NA,0.31,0.897,5.9,3,13.4,2.1,"Diurnal"
"Jones River",2.2413469729572e-05,3.51041871606432e-05,9.72275229850086e-06,0.000455868654124175,0.0201345940567301,"WA",-20.734,117.356,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,4.01386,2.65253,30.07283,0.76122,NA,NA,5.22806,NA,NA,2.77059,17.4,728,2.78,5,NA,NA,1.24,0.269,3.673,1.2,7.5,4.5,"Semi Diurnal"
"Kendall River",8.21999235748606e-06,1.2099943317332e-05,4.34004139764014e-06,2.58640764973438e-05,5.21943743028537e-32,"QLD",-14.163,141.594,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.65,9979,7.08,53.94,0.9,NA,0.25,0.042,4.051,0.7,11.4,1.9,"Diurnal"
"Kennedy Inlet",1.28823669111918e-05,2.17360455872153e-05,4.02868823516837e-06,0.00395712321978186,6.33564944826444e-12,"QLD",-10.841,142.571,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.17,721,66.18,25.87,NA,NA,5.09,0.612,4.849,2,10.7,2.6,"Diurnal"
"Khappinghat Creek",1.29612640324644e-05,1.99772632268441e-05,5.94526483808481e-06,0.000253734438395261,0.178100634017861,"NSW",-32.01,152.565,"near pristine","river dominated","WAVE-DOMINATED DELTA",0.15973,NA,0.0574,0.0811,0.1546,NA,1.20147,NA,0.02784,NA,1.12176,NA,NA,0.08479,19.27,117,1.31,7.55,0.31,NA,0.12,1.24,7.016,7.4,14.1,1.2,"Semi Diurnal"
"Kianga Lake",1.95357728937818e-05,2.76483074104526e-05,1.1423238377111e-05,1.85995938892978e-06,0.167601815185662,"NSW",-36.2,150.132,"modified","wave dominated","OTHER",0.16067,0.1449,NA,0.01417,0.01629,NA,NA,NA,0.02622,NA,0.01947,NA,NA,1.37393,2.37,NA,0.14,0.93,0.5,0.34,0.037,NA,NA,NA,NA,NA,""
"King Edward River",4.27635991945342e-06,9.52076753351558e-06,-9.68047694608744e-07,0.103572753971484,1.34475418630341e-06,"WA",-14.179,126.587,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,1.108,9.20693,2.68662,8.52849,0.06824,NA,19.69312,NA,NA,1.46454,95.1,9002,25.78,28.96,NA,NA,4.31,0.079,4.789,2.3,8.5,2.8,"Diurnal"
"Kirke River",2.95525295291177e-06,6.57817929468259e-06,-6.67673388859055e-07,0.103556023569274,8.61801567547671e-103,"QLD",-13.932,141.472,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.04,1365,41.54,42.79,9.88,NA,0.23,0.481,3.75,4.7,10.6,1.9,"Diurnal"
"Knobler Creek",1.40714075242643e-05,3.68262173175705e-05,-8.68340226904198e-06,0.217304209102774,0.208974162655522,"QLD",-21.663,149.446,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,0.21327,0.71367,1.04271,0.36545,0.03737,0.21005,NA,0.15005,NA,NA,0.37141,4.84,17,0.18,2.33,NA,NA,0.13,0.57,4.907,2.4,8.2,5,"Semi Diurnal"
"Kolan River",-7.97265126471108e-06,-2.24631585917526e-07,-1.57206709435046e-05,0.0403794989767034,1.42581717707574e-06,"QLD",-24.651,152.188,"modified","river dominated","WAVE-DOMINATED DELTA",0.37233,NA,NA,1.69707,1.95244,7.10244,0.15959,2.72565,NA,NA,4.81286,NA,1.90018,NA,60.65,2823,5.17,18.22,NA,NA,0.32,0.797,5.661,2.4,10.6,2.3,"Semi Diurnal"
"Koolatong River",1.51083688879064e-05,2.19496578023578e-05,8.26707997345506e-06,1.20289721158293e-05,5.60897327698768e-07,"NT",-13.254,135.946,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.08,2845,2.37,8.03,NA,NA,0.28,0.213,2.569,0.8,4.8,2,"Diurnal"
"Kurala River",1.12808410303208e-05,1.617399036368e-05,6.38769169696147e-06,5.06435409195004e-06,1.2176194692043e-05,"NT",-12.178,135.892,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.52,81,6.12,9.67,NA,NA,1.12,0.147,2.515,0.7,7,3.7,"Semi Diurnal"
"Lake Brou",6.79333179527235e-06,1.355402739716e-05,3.26361933846959e-08,0.0448337035563165,6.08681359389401e-07,"NSW",-36.137,150.124,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.50971,1.74297,1.76547,0.531,0.95947,NA,0.00604,NA,NA,NA,0.27808,NA,NA,1.4382,13.7,58,2.28,3.06,1.78,0.31,0.079,1.359,6.664,6.7,11.8,1.1,"Semi Diurnal"
"Lake Cathie/Innes",4.87459196687321e-06,1.16829041557664e-05,-1.93372022201994e-06,0.152858595339678,0.00863396227113034,"NSW",-31.55,152.859,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.07269,4.94664,NA,0.27479,0.23455,NA,11.3689,NA,NA,NA,0.70081,NA,NA,0.08119,27.51,197,5.98,8.9,1.84,4.54,0.25,1.46,7.128,7.9,13.5,1,"Semi Diurnal"
"Lake Conjola",1.34062856473527e-05,2.13972886889157e-05,5.41528260578973e-06,0.000832440436433752,0.000321909066341328,"NSW",-35.269,150.508,"modified","wave dominated","WAVE-DOMINATED ESTUARY",1.85494,4.64153,0.61758,0.77924,0.33817,0.31331,0.03405,NA,0.06828,NA,0.80382,NA,NA,0.64952,46.94,146,6.01,11.43,2.16,3.38,0.059,1.205,6.635,7.8,12.3,1.2,"Semi Diurnal"
"Lake Illawarra",2.54489634309116e-05,3.10142164142399e-05,1.98837104475833e-05,5.0473483173564e-19,0.40168786889497,"NSW",-34.544,150.873,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",0.13832,31.52697,4.04493,0.74446,0.42708,NA,0.56605,0.09788,0.09294,NA,0.83287,NA,NA,0.13727,53.63,332,35.81,9.48,9.79,2.32,0.28,1.171,6.752,8.6,12.9,1.2,"Semi Diurnal"
"Lake Macquarie",2.5631874752099e-05,3.48908418929628e-05,1.63729076112351e-05,5.40779905516122e-08,0.0133702639872294,"NSW",-33.086,151.662,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,105.48106,3.5383,1.21341,0.86403,0.53599,1.64296,1.60616,NA,NA,3.23,NA,NA,1.07667,196.15,786,114.1,25.3,21.36,4.91,0.42,1.366,6.963,9,13.5,1.1,"Semi Diurnal"
"Lake Mummuga",1.10845938695661e-05,1.78450733191606e-05,4.32411441997163e-06,0.00109005846370441,1.06620673025907e-09,"NSW",-36.162,150.129,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.22124,1.26345,0.17027,0.29737,NA,0.02549,0.06433,NA,0.07306,NA,0.11977,NA,NA,0.17205,9.94,41,1.4,2.71,1.33,0.85,0.045,1.384,6.655,6.6,11.7,1.1,"Semi Diurnal"
"Lake Tarourga",1.543958577204e-05,2.24847461957472e-05,8.39442534833281e-06,1.3602317923909e-05,0.208102675986605,"NSW",-36.115,150.134,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",0.07245,0.24628,0.00344,0.02597,0.02786,NA,0.04619,NA,NA,NA,0.01747,NA,NA,NA,2.85,NA,0.26,1.39,0.48,0.46,0.041,NA,NA,NA,NA,NA,""
"Lake Tyers",1.63318960481025e-05,2.45599421582158e-05,8.10384993798906e-06,7.91502789196571e-05,1.48290768948107e-06,"VIC",-37.859,148.088,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.30295,7.49772,0.44372,0.83073,1.29182,NA,1.58591,NA,NA,NA,2.04442,NA,NA,1.02248,91.53,572,13.06,22.57,2.39,0.79,0.14,0.905,5.859,3.1,10.4,0.9,"Semi Diurnal"
"Leichhardt River",8.02918558720653e-06,1.59133594969719e-05,1.45011677441194e-07,0.0422524666446419,4.34794854591872e-23,"QLD",-17.575,139.796,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.25,32568,21.04,70.47,NA,NA,0.54,0.268,2.885,1.9,5.9,3.5,"Diurnal"
"Leschenault Inlet",1.90130068117885e-05,2.62750562985844e-05,1.17509573249926e-05,2.46696403172233e-07,1.59581873778312e-19,"WA",-33.304,115.672,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",10.8788,21.93965,2.66441,0.52001,1.29873,NA,2.10326,NA,NA,NA,1.72021,NA,NA,0.07762,54.44,4552,26.16,13.27,11.01,0.65,0.27,1.273,6.872,8.3,12.3,0.5,"Diurnal"
"Leven River",-4.26446493304511e-06,1.20679556520811e-05,-2.05968855181714e-05,0.602153984056778,0.000135231552190033,"TAS",-41.168,146.37,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,1.42395,0.24806,NA,0.41121,NA,NA,0.04809,NA,NA,0.3875,NA,NA,7.5465,29.19,655,4.61,8.48,1.22,3.99,0.73,0.953,4.967,5,10,2.4,"Semi Diurnal"
"Lewis River",2.82917111510009e-05,7.6332260973608e-05,-1.97488386716061e-05,0.244505283381921,3.4727509312101e-14,"TAS",-42.951,145.494,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08,211,0.087,1.79,NA,NA,0.13,2.832,9.018,8.7,14.1,1,"Diurnal"
"Limeburners Bay",2.42187658832657e-05,3.50919378938882e-05,1.33455938726432e-05,1.27796356090724e-05,1.31203871351638e-08,"VIC",-38.075,144.401,"modified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.27,282,1.19,3.57,0.7,NA,0.58,0.214,2.657,1,6.7,0.9,"Semi Diurnal"
"Limmen Bight River",-3.17302643100101e-06,2.55374122715495e-06,-8.89979408915697e-06,0.268308517761838,1.6830112836541e-30,"NT",-15.108,135.721,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.9,22855,62.12,63.62,NA,NA,1.09,0.085,3.657,0.7,7.8,2,"Diurnal"
"Lisdillon Lagoon",4.31108644268299e-05,6.43727861392711e-05,2.18489427143888e-05,6.79826921970881e-05,1.36485209984815e-07,"TAS",-42.291,148.011,"modified","wave dominated","OTHER",0.07917,0.07764,0.01898,0.03392,0.07088,NA,0.14854,NA,0.0467,NA,0.16217,NA,NA,2.6734,5.1,NA,NA,2.17,0.3,1.42,0.035,NA,NA,NA,NA,NA,""
"Littabella Creek",8.16368516041613e-06,1.71413798920694e-05,-8.14009571237182e-07,0.0700192739475548,6.48482498954699e-08,"QLD",-24.579,152.108,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",0.89688,NA,NA,0.37141,NA,1.78366,0.008,0.92915,NA,NA,0.51421,NA,0.01549,NA,31.67,189,0.88,11.75,NA,NA,0.12,0.797,5.661,2.4,10.6,2.3,"Semi Diurnal"
"Little Forester River",6.00956115996092e-05,7.75884521592547e-05,4.26027710399637e-05,2.88364357242686e-11,0.0089555360298419,"TAS",-40.97,147.364,"modified","river dominated","WAVE-DOMINATED DELTA",0.03609,NA,0.20731,0.67735,0.3089,NA,NA,NA,NA,NA,0.47484,NA,NA,0.23046,6.85,376,0.17,3.06,NA,NA,0.2,1.155,5.139,5.9,9.4,2.2,"Semi Diurnal"
"Little Henty River",1.56967926994495e-05,5.88581564546625e-05,-2.74645710557635e-05,0.468326633802753,1.20962918165113e-09,"TAS",-41.949,145.196,"modified","river dominated","WAVE-DOMINATED DELTA",0.31739,NA,NA,0.00497,1.19412,NA,NA,NA,0.08822,NA,0.31508,NA,NA,7.45778,8.09,359,0.26,3.83,NA,NA,0.19,2.483,9.108,8.4,14.4,1,"Diurnal"
"Little Moyle Inlet",-9.68378343490721e-06,5.78650152632879e-07,-1.99462170224473e-05,0.0598084982700315,1.5729745460729e-10,"NT",-13.782,129.784,"near pristine","wave dominated","STRANDPLAIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.49,1302,6.14,11.4,NA,NA,1.4,0.457,3.899,3.9,8.9,5.3,"Semi Diurnal"
"Little Sherlock River",3.68622681545602e-05,4.95764931366175e-05,2.41480431725029e-05,1.25727174944391e-08,7.02880572361138e-06,"WA",-20.732,117.431,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,5.39179,1.69084,29.07291,0.19487,NA,NA,6.37021,NA,NA,10.50374,18.51,2165,1.31,4.51,NA,NA,1,0.269,3.673,1.2,7.5,4.5,"Semi Diurnal"
"Little Swanport",3.7446449812289e-05,5.21082238951106e-05,2.27846757294675e-05,5.58265127837359e-07,5.03086115678588e-06,"TAS",-42.312,148,"modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,3.74561,0.80899,0.84827,0.14016,NA,1.41803,NA,0.00966,NA,5.52407,NA,NA,20.12791,31.3,723,4.28,8.11,0.82,0.51,0.39,0.499,5.477,1.9,10.3,1.2,"Diurnal"
"Liverpool Creek",6.17430868961481e-07,2.44131952866144e-05,-2.31783335486914e-05,0.958753457635844,2.07206399515478e-05,"QLD",-17.709,146.109,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",0.03269,NA,NA,0.32067,0.22931,0.5585,NA,0.09775,NA,NA,0.30041,NA,NA,0.14327,8.57,313,0.21,4.02,NA,NA,0.031,1.154,5.947,4,12.3,2.2,"Diurnal"
"Lockhardt River",1.09739961177622e-05,1.68808666364213e-05,5.06712559910297e-06,0.000248042321536875,0.000144096254900776,"QLD",-12.877,143.371,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,1.52341,1.56834,41.68299,27.80528,0.63716,NA,NA,20.36299,NA,NA,NA,118.12,900,16.42,16.84,NA,NA,2.95,0.545,5.742,1.4,13,2.1,"Diurnal"
"Logan Albert River",1.04539680530612e-05,1.94334626525398e-05,1.47447345358269e-06,0.0203963657843471,1.61612530918381e-08,"QLD",-27.694,153.349,"modified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,0.01992,2.27386,0.21879,0.60686,NA,NA,2.13824,NA,NA,1.21896,53.71,3822,5.01,21.81,0.79,0,0.32,0.475,7.175,1.6,11.7,1.4,"Semi Diurnal"
"Logan Lagoon",-6.14766714618217e-06,6.66619977103237e-06,-1.89615340633967e-05,0.338621151654272,0.00112065125433486,"TAS",-40.17,148.29,"near pristine","wave dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Louisa Creek",6.55905444961674e-06,1.75965071848456e-05,-4.47839828561208e-06,0.235145375395428,0.000595358851742641,"TAS",-43.516,146.345,"near pristine","wave dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72,NA,NA,2.39,NA,NA,0.031,NA,NA,NA,NA,NA,""
"Louisa Creek",6.55905444961674e-06,1.75965071848456e-05,-4.47839828561208e-06,0.235145375395428,0.000595358851742641,"QLD",-21.272,149.27,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",0.54856,NA,NA,NA,0.03372,2.03163,1.36572,0.07447,NA,NA,0.5711,NA,NA,NA,12.55,33,0.61,4.92,NA,NA,0.33,0.838,5.193,3.7,9.5,4.9,"Semi Diurnal"
"Love River",2.15923293329551e-06,7.23446706382719e-06,-2.91600119723617e-06,0.395586924641789,5.14265421707191e-23,"QLD",-13.495,141.562,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.69,327,12.79,20.13,3.44,NA,1.08,0.377,3.456,4.3,10.9,1.8,"Diurnal"
