"estuary","slopes","ci.up","ci.low","pvals","s.pvals","STATE","DLAT","DLONG","CONDITION","CLASSIFICATION","SUBCLASS","BARRIER_BACKBARRIER","CENTRAL_BASIN","FLUVIAL_BAYHEAD_DELTA","FLOOD_EBB_DELTA","INTERTIDAL_FLATS","MANGROVE","SALTMARSH_SALTFLAT","TIDAL_SANDBANKS","ROCKY_REEF","CORAL","CHANNEL","BEDROCK","FLOODPLAIN","BEDROCK_PERIMETER","PERIMETER","CATCHMENTAREA","WATERAREA","MAXLENGTH","MAXWIDTH","ENTLENGTH","ENTRANCEWIDTH","MEANWAVEHEIGHT","MEANWAVEPERIOD","MAXWAVEHEIGHT","MAXWAVEPERIOD","TIDALRANGE","TIDALTYPE"
"Haughton River",-2.12874596652323e-06,2.16529287806453e-06,-6.42278481111099e-06,0.322015397662913,3.37749281827881e-06,"QLD",-19.416,147.126,"modified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,9.72612,1.2193,25.62134,16.28461,1.16866,NA,NA,6.36233,NA,NA,8.66031,NA,2111,NA,NA,NA,NA,NA,0.087,5.53,1,11.7,2.4,"Semi Diurnal"
"Hawkesbury River",7.62464875798441e-06,1.17595558809124e-05,3.48974163505643e-06,0.000240019116417016,1.36799467530142e-18,"NSW",-33.563,151.341,"extensively modified","tide dominated","OTHER",0.353,NA,21.66215,NA,6.73757,2.24461,4.87636,NA,NA,NA,94.67452,NA,NA,1.82626,400.69,21909,117.37,67.52,5.17,NA,3.78,1.388,6.958,9.4,13.3,1.1,"Semi Diurnal"
"Head Creek",5.83301459519708e-06,1.04818334116516e-05,1.18419577874254e-06,0.0122818331121777,1.6896942889301e-82,"QLD",-22.561,150.576,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.29,224,16.51,13.5,1.65,NA,2.18,0.211,2.692,0.7,8.1,4.3,"Semi Diurnal"
"Hearns Lake",1.4328234555961e-05,2.05519904951865e-05,8.10447861673562e-06,1.16454743771514e-05,0.00366510580349184,"NSW",-30.133,153.201,"largely unmodified","wave dominated","OTHER",0.1845,0.09734,NA,0.00928,0.0644,NA,0.04572,NA,NA,NA,0.02047,NA,NA,NA,4.33,NA,0.12,1.59,0.22,NA,0.051,NA,NA,NA,NA,NA,""
"Helby River",8.60137368751544e-06,1.47957223578075e-05,2.40702501722336e-06,0.00575180101631663,0.103773047319904,"WA",-14.748,128.182,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,1.13034,10.92309,18.2104,11.68389,0.04675,NA,2.90595,NA,NA,NA,27.08,105,2.06,7.67,NA,NA,0.51,0.432,3.795,3.5,8.5,4.9,"Semi Diurnal"
"Henderson Lagoon",3.36198356068888e-06,9.14262739032074e-06,-2.41866026894298e-06,0.245656211226768,0.0335965980671139,"TAS",-41.508,148.268,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.51508,0.40586,NA,0.0354,0.16073,NA,0.70193,NA,0.01666,NA,0.38728,NA,NA,0.25904,NA,57,NA,NA,NA,NA,NA,0.955,6.182,3.1,10,1.5,"Semi Diurnal"
"Henty River",7.19734315971311e-06,2.13058104831537e-05,-6.91112416372749e-06,0.308727725411723,0.0160718858620884,"TAS",-42.061,145.251,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.82,530,0.59,6.69,NA,NA,0.059,2.483,9.108,8.4,14.4,1,"Diurnal"
"Herbert Creek",-1.69402228346202e-06,1.58954771855906e-06,-4.9775922854831e-06,0.302719290037512,0.000552289134412829,"QLD",-22.393,149.889,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,0.04799,35.11208,85.73408,91.66326,NA,NA,88.91037,NA,13.53974,NA,117.36,2286,174.44,46.03,NA,NA,9.54,0.047,2.568,0.5,8,5.2,"Semi Diurnal"
"Herbert River",-9.21746613022529e-07,2.94611198319881e-06,-4.78960520924386e-06,0.633918119998571,5.13219553470478e-11,"QLD",-18.503,146.273,"modified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,6.37585,2.65991,50.15904,0.71199,2.28186,NA,NA,7.79191,NA,NA,NA,96.34,NA,9.48,31.38,NA,NA,3.02,NA,NA,NA,NA,NA,""
"Hervey Bay",1.02462523883734e-05,1.81890796143849e-05,2.30342516236199e-06,0.0100744722180473,2.79904264554249e-51,"QLD",-24.719,152.71,"largely unmodified","tide dominated","OTHER",1.22763,NA,47.37143,NA,35.72853,23.99651,15.42521,199.99922,0.62254,NA,3522.3496,NA,0.09928,5.96951,287.97,NA,3814.4,65.59,NA,NA,88.48,NA,NA,NA,NA,NA,""
"Hervey Creek",4.40004926217656e-06,1.16418335245393e-05,-2.84173500018621e-06,0.225312434730799,0.476479366153429,"QLD",-20.716,148.734,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",0.05151,NA,NA,0.31753,0.02912,1.64883,0.60222,0.06673,0.01242,NA,0.46247,NA,NA,NA,14.18,65,0.78,4.63,0.29,NA,0.13,0.601,4.365,2.4,8.1,3.4,"Semi Diurnal"
"Hinchinbrook Channel",-1.21264229854685e-06,4.65919987066074e-06,-7.08448446775443e-06,0.679797337413927,8.20012123322109e-15,"QLD",-18.258,146.053,"largely unmodified","tide dominated","OTHER",NA,NA,NA,NA,NA,93.18847,6.98725,NA,NA,NA,120.90514,NA,0.98475,NA,249.62,9455,150.42,44.53,NA,NA,9.25,0.577,5.87,2.2,13.8,2.3,"Semi Diurnal"
"Hopkins River",-2.52211893414146e-06,1.03643231595316e-05,-1.54085610278145e-05,0.696632631210095,8.27395848940076e-08,"VIC",-38.399,142.509,"modified","river dominated","WAVE-DOMINATED DELTA",0.04896,0.25273,NA,0.03891,0.4208,NA,0.30376,NA,NA,NA,1.32503,NA,NA,NA,NA,8984,NA,NA,NA,NA,NA,2.266,8.819,7.8,14.6,0.8,"Diurnal"
"Hull River",-3.45036503881597e-06,3.44214893500413e-06,-1.03428790126361e-05,0.317547110083297,1.03649971191497e-06,"QLD",-17.992,146.077,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",0.1736,NA,NA,0.52185,0.58026,9.66596,8.8805,0.06996,NA,NA,1.37286,1.4671,NA,2.72307,39.89,155,2.13,10.31,NA,NA,0.12,0.794,6.04,2.8,13.5,2.1,"Semi Diurnal"
"Hunter River",9.61074763898958e-06,1.37088205213305e-05,5.51267475664863e-06,3.74616901926339e-06,5.14119791326428e-05,"NSW",-32.918,151.794,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",4.93452,7.9083,NA,NA,0.62212,16.66856,6.69407,NA,NA,NA,18.22351,NA,15.35934,0.46037,135.2,21437,28.42,46.09,1.58,NA,0.55,1.394,6.996,9.2,13.4,1.3,"Semi Diurnal"
"Hunter River",9.61074763898958e-06,1.37088205213305e-05,5.51267475664863e-06,3.74616901926339e-06,5.14119791326428e-05,"WA",-15.042,125.379,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.6,408,19.62,17.58,NA,NA,2.45,0.314,4.378,3,10.7,6,"Semi Diurnal"
"Huon River",-1.00872115262122e-05,4.50256322260998e-06,-2.46769862750344e-05,0.168018962151819,1.39123620491294e-05,"TAS",-43.281,147.124,"modified","tide dominated","OTHER",NA,NA,NA,NA,1.699,NA,5.39679,NA,0.24506,NA,90.87929,NA,NA,0.99923,135.29,3068,70.84,48.88,4.95,NA,4.04,0.634,6.066,3,12.6,1.3,"Diurnal"
"Inglis River",-1.20629960038788e-06,1.34983318062073e-05,-1.59109310069831e-05,0.869879276602458,0.110481214288946,"TAS",-40.987,145.74,"extensively modified","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,0.33755,NA,NA,NA,0.25215,NA,0.35143,NA,NA,NA,8,497,0.26,3.57,NA,NA,0.13,0.868,5.157,4.7,10.2,2.4,"Semi Diurnal"
"Irwin Inlet",-8.6479931244932e-06,-2.32829037501133e-06,-1.49676958739751e-05,0.0067402018779116,6.71946795374177e-12,"WA",-35.021,116.958,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.56274,8.7605,0.2798,2.70454,0.30569,NA,0.34095,NA,NA,NA,0.71379,NA,NA,0.01614,20.87,344,10.37,4.8,5.13,2.22,0.11,2.308,8.412,9.7,13.6,0.5,"Diurnal"
"Irwin River",4.84674555852022e-06,1.00764547117792e-05,-3.82963594738801e-07,0.0648586051097829,0.00682935913210333,"WA",-29.259,114.92,"extensively modified","wave dominated","OTHER",0.04365,NA,NA,NA,0.06368,0.11706,0.05524,NA,0.03143,NA,0.2043,NA,NA,0.02156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Island Head Creek",5.68938999014945e-06,1.1218034029994e-05,1.60745950304859e-07,0.039895980261952,4.2860700209396e-51,"QLD",-22.348,150.654,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.76,138,20.2,12.59,2.33,NA,1.46,0.961,6.015,4.4,9.9,4.5,"Semi Diurnal"
"Jack Smith Lake",-4.30293404500367e-06,8.38788464902269e-06,-1.699375273903e-05,0.499127146618244,0.0667848196127319,"VIC",-38.497,147.04,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",NA,1.27068,0.14518,0.91885,6.17077,NA,5.17006,NA,NA,NA,0.53759,NA,NA,NA,49.75,246,10.74,8.55,2.27,1.15,0.16,0.872,5.888,2.6,9.7,2,"Semi Diurnal"
"Jackson River",-1.16122621364575e-05,-2.67905674731635e-06,-2.05454675255986e-05,0.0102949781925871,0.0778459051612928,"QLD",-11.669,142.012,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.57,1699,8.27,17.8,NA,NA,0.66,0.195,3.707,3,10.3,2.6,"Diurnal"
"Jardine River",-9.57940167590642e-06,1.52687450475548e-06,-2.06856778565683e-05,0.0873177084937065,5.83854561489347e-09,"QLD",-10.922,142.213,"near pristine","river dominated","WAVE-DOMINATED DELTA",0.61198,NA,NA,NA,1.33013,14.39331,18.65721,3.16504,NA,NA,2.25378,NA,NA,NA,46.38,2828,5.26,16.9,NA,NA,0.4,0.506,3.372,3,7.6,3.2,"Diurnal"
"Jeannie River",-5.73372380221014e-06,2.702295283426e-06,-1.41697428878463e-05,0.176156106490879,0.00171872234892011,"QLD",-14.656,144.922,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.28,486,0.76,7.71,NA,NA,0.14,0.977,5.584,2.3,11.5,2,"Semi Diurnal"
"Jervis Bay",9.4487939257098e-06,1.88402709894616e-05,5.73168619580378e-08,0.0445399967316715,2.04559348099103e-41,"NSW",-35.107,150.787,"largely unmodified","tide dominated","OTHER",0.17871,NA,1.0786,0.07506,3.28999,1.87997,3.5002,0.13338,2.48217,NA,120.71644,NA,NA,1.00375,66.33,376,126.11,13.73,16.42,NA,4.83,1.197,6.828,9.2,13.2,1.2,"Semi Diurnal"
"Johnstone River",-1.05583400140197e-06,5.09320041520238e-06,-7.20486841800631e-06,0.731633907466274,0.00428329522526276,"QLD",-17.509,146.066,"modified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,2.62705,0.47257,2.71536,0.04299,0.31533,NA,NA,4.05223,NA,NA,NA,26.27,1674,2.36,10.66,NA,NA,0.31,0.897,5.9,3,13.4,2.1,"Diurnal"
"Jones River",1.04254976205622e-05,1.90373081527698e-05,1.81368708835469e-06,0.0158739803916957,0.0455070522806357,"WA",-20.734,117.356,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,4.01386,2.65253,30.07283,0.76122,NA,NA,5.22806,NA,NA,2.77059,17.4,728,2.78,5,NA,NA,1.24,0.269,3.673,1.2,7.5,4.5,"Semi Diurnal"
"Kendall River",4.76518790637845e-06,7.51543565921793e-06,2.01494015353897e-06,0.000564134614152341,5.04390060211918e-26,"QLD",-14.163,141.594,"near pristine","river dominated","WAVE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.65,9979,7.08,53.94,0.9,NA,0.25,0.042,4.051,0.7,11.4,1.9,"Diurnal"
"Kennedy Inlet",-5.04268144210483e-07,6.07708827386431e-06,-7.08562456228528e-06,0.878335913975864,0.0177543505497632,"QLD",-10.841,142.571,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.17,721,66.18,25.87,NA,NA,5.09,0.612,4.849,2,10.7,2.6,"Diurnal"
"Khappinghat Creek",8.91837780053778e-06,1.39157275017045e-05,3.92102809937111e-06,0.000405198887530136,0.000127485351928458,"NSW",-32.01,152.565,"near pristine","river dominated","WAVE-DOMINATED DELTA",0.15973,NA,0.0574,0.0811,0.1546,NA,1.20147,NA,0.02784,NA,1.12176,NA,NA,0.08479,19.27,117,1.31,7.55,0.31,NA,0.12,1.24,7.016,7.4,14.1,1.2,"Semi Diurnal"
"Kianga Lake",9.16193774510904e-06,1.42969574310481e-05,4.02691805916998e-06,0.000388501037550554,0.000688009093331999,"NSW",-36.2,150.132,"modified","wave dominated","OTHER",0.16067,0.1449,NA,0.01417,0.01629,NA,NA,NA,0.02622,NA,0.01947,NA,NA,1.37393,2.37,NA,0.14,0.93,0.5,0.34,0.037,NA,NA,NA,NA,NA,""
"King Edward River",-9.00998368646646e-07,3.24864728299212e-06,-5.05064402028541e-06,0.664295363797206,4.68412556430662e-20,"WA",-14.179,126.587,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,NA,1.108,9.20693,2.68662,8.52849,0.06824,NA,19.69312,NA,NA,1.46454,95.1,9002,25.78,28.96,NA,NA,4.31,0.079,4.789,2.3,8.5,2.8,"Diurnal"
"Kirke River",-3.2184668965445e-07,1.97108347576569e-06,-2.61477685507459e-06,0.779057433274344,1.24164103669942e-35,"QLD",-13.932,141.472,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.04,1365,41.54,42.79,9.88,NA,0.23,0.481,3.75,4.7,10.6,1.9,"Diurnal"
"Knobler Creek",1.75370276855507e-05,3.46800706103998e-05,3.93984760701587e-07,0.0417883835778336,0.0304112413592172,"QLD",-21.663,149.446,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,0.21327,0.71367,1.04271,0.36545,0.03737,0.21005,NA,0.15005,NA,NA,0.37141,4.84,17,0.18,2.33,NA,NA,0.13,0.57,4.907,2.4,8.2,5,"Semi Diurnal"
"Kolan River",-5.50348320937372e-06,-3.74980872239266e-07,-1.06319855465082e-05,0.0325857883187705,0.000115934800945976,"QLD",-24.651,152.188,"modified","river dominated","WAVE-DOMINATED DELTA",0.37233,NA,NA,1.69707,1.95244,7.10244,0.15959,2.72565,NA,NA,4.81286,NA,1.90018,NA,60.65,2823,5.17,18.22,NA,NA,0.32,0.797,5.661,2.4,10.6,2.3,"Semi Diurnal"
"Koolatong River",6.90105633044611e-06,1.06670433451108e-05,3.13506931578141e-06,0.000270753321854231,1.12596171017293e-21,"NT",-13.254,135.946,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.08,2845,2.37,8.03,NA,NA,0.28,0.213,2.569,0.8,4.8,2,"Diurnal"
"Kurala River",7.11768868967224e-06,1.11362429276824e-05,3.09913445166203e-06,0.000432202207248116,1.57078985020722e-26,"NT",-12.178,135.892,"near pristine","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.52,81,6.12,9.67,NA,NA,1.12,0.147,2.515,0.7,7,3.7,"Semi Diurnal"
"Lake Brou",1.87638458067986e-06,7.11105190607247e-06,-3.35828274471275e-06,0.473659893148179,8.00853971378183e-24,"NSW",-36.137,150.124,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.50971,1.74297,1.76547,0.531,0.95947,NA,0.00604,NA,NA,NA,0.27808,NA,NA,1.4382,13.7,58,2.28,3.06,1.78,0.31,0.079,1.359,6.664,6.7,11.8,1.1,"Semi Diurnal"
"Lake Cathie/Innes",-5.47889989448167e-06,-2.52823806932545e-06,-8.4295617196379e-06,0.00023047653466173,5.64007665399507e-23,"NSW",-31.55,152.859,"modified","wave dominated","WAVE-DOMINATED ESTUARY",0.07269,4.94664,NA,0.27479,0.23455,NA,11.3689,NA,NA,NA,0.70081,NA,NA,0.08119,27.51,197,5.98,8.9,1.84,4.54,0.25,1.46,7.128,7.9,13.5,1,"Semi Diurnal"
"Lake Conjola",4.2962573712854e-06,1.13904195558695e-05,-2.79790481329873e-06,0.22619432821725,2.90869448751093e-26,"NSW",-35.269,150.508,"modified","wave dominated","WAVE-DOMINATED ESTUARY",1.85494,4.64153,0.61758,0.77924,0.33817,0.31331,0.03405,NA,0.06828,NA,0.80382,NA,NA,0.64952,46.94,146,6.01,11.43,2.16,3.38,0.059,1.205,6.635,7.8,12.3,1.2,"Semi Diurnal"
"Lake Illawarra",1.16363269424806e-05,1.57231288519026e-05,7.54952503305849e-06,1.75280489551064e-08,1.05120329204988e-27,"NSW",-34.544,150.873,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",0.13832,31.52697,4.04493,0.74446,0.42708,NA,0.56605,0.09788,0.09294,NA,0.83287,NA,NA,0.13727,53.63,332,35.81,9.48,9.79,2.32,0.28,1.171,6.752,8.6,12.9,1.2,"Semi Diurnal"
"Lake Macquarie",1.80503939283119e-05,2.73986513727313e-05,8.70213648389243e-06,0.000130124769942227,3.03128246372605e-11,"NSW",-33.086,151.662,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,105.48106,3.5383,1.21341,0.86403,0.53599,1.64296,1.60616,NA,NA,3.23,NA,NA,1.07667,196.15,786,114.1,25.3,21.36,4.91,0.42,1.366,6.963,9,13.5,1.1,"Semi Diurnal"
"Lake Mummuga",8.09629163390566e-06,1.36052821124126e-05,2.58730115539871e-06,0.00339296022242503,1.84903443770962e-20,"NSW",-36.162,150.129,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.22124,1.26345,0.17027,0.29737,NA,0.02549,0.06433,NA,0.07306,NA,0.11977,NA,NA,0.17205,9.94,41,1.4,2.71,1.33,0.85,0.045,1.384,6.655,6.6,11.7,1.1,"Semi Diurnal"
"Lake Tarourga",4.27276272125661e-06,9.60428926798174e-06,-1.05876382546853e-06,0.109450419707883,0.000298566020062546,"NSW",-36.115,150.134,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",0.07245,0.24628,0.00344,0.02597,0.02786,NA,0.04619,NA,NA,NA,0.01747,NA,NA,NA,2.85,NA,0.26,1.39,0.48,0.46,0.041,NA,NA,NA,NA,NA,""
"Lake Tyers",5.44791991863231e-06,1.17700121710689e-05,-8.74172333804265e-07,0.0852346599425316,5.53763661970123e-05,"VIC",-37.859,148.088,"largely unmodified","wave dominated","WAVE-DOMINATED ESTUARY",0.30295,7.49772,0.44372,0.83073,1.29182,NA,1.58591,NA,NA,NA,2.04442,NA,NA,1.02248,91.53,572,13.06,22.57,2.39,0.79,0.14,0.905,5.859,3.1,10.4,0.9,"Semi Diurnal"
"Leichhardt River",3.46321962430594e-06,8.758986138073e-06,-1.83254688946112e-06,0.191563323651164,8.806715968657e-27,"QLD",-17.575,139.796,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.25,32568,21.04,70.47,NA,NA,0.54,0.268,2.885,1.9,5.9,3.5,"Diurnal"
"Leschenault Inlet",2.91885247629273e-06,6.98663689640301e-06,-1.14893194381754e-06,0.151910758894542,6.92130850162449e-30,"WA",-33.304,115.672,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",10.8788,21.93965,2.66441,0.52001,1.29873,NA,2.10326,NA,NA,NA,1.72021,NA,NA,0.07762,54.44,4552,26.16,13.27,11.01,0.65,0.27,1.273,6.872,8.3,12.3,0.5,"Diurnal"
"Leven River",-8.18194075313398e-06,2.76586200485741e-06,-1.91297435111254e-05,0.136710922740145,0.0159991397373324,"TAS",-41.168,146.37,"extensively modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,1.42395,0.24806,NA,0.41121,NA,NA,0.04809,NA,NA,0.3875,NA,NA,7.5465,29.19,655,4.61,8.48,1.22,3.99,0.73,0.953,4.967,5,10,2.4,"Semi Diurnal"
"Lewis River",5.46466358963918e-06,3.87476111005139e-05,-2.78182839212355e-05,0.74407854469348,2.03218611298596e-10,"TAS",-42.951,145.494,"near pristine","tide dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08,211,0.087,1.79,NA,NA,0.13,2.832,9.018,8.7,14.1,1,"Diurnal"
"Limeburners Bay",4.81800955712551e-06,1.41928317644784e-05,-4.55681265022734e-06,0.305032400393557,1.00348234703621e-12,"VIC",-38.075,144.401,"modified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.27,282,1.19,3.57,0.7,NA,0.58,0.214,2.657,1,6.7,0.9,"Semi Diurnal"
"Limmen Bight River",1.56334558867865e-06,5.83791626597507e-06,-2.71122508861777e-06,0.464821354810863,2.10492267658617e-44,"NT",-15.108,135.721,"near pristine","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.9,22855,62.12,63.62,NA,NA,1.09,0.085,3.657,0.7,7.8,2,"Diurnal"
"Lisdillon Lagoon",1.7894111825053e-05,2.89661177287705e-05,6.82210592133542e-06,0.00140011865983889,0.671039129185199,"TAS",-42.291,148.011,"modified","wave dominated","OTHER",0.07917,0.07764,0.01898,0.03392,0.07088,NA,0.14854,NA,0.0467,NA,0.16217,NA,NA,2.6734,5.1,NA,NA,2.17,0.3,1.42,0.035,NA,NA,NA,NA,NA,""
"Littabella Creek",7.0733785316911e-06,1.31181428368003e-05,1.02861422658186e-06,0.0199422011738711,0.90148570113391,"QLD",-24.579,152.108,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",0.89688,NA,NA,0.37141,NA,1.78366,0.008,0.92915,NA,NA,0.51421,NA,0.01549,NA,31.67,189,0.88,11.75,NA,NA,0.12,0.797,5.661,2.4,10.6,2.3,"Semi Diurnal"
"Little Forester River",3.83089292387062e-05,5.1933996622231e-05,2.46838618551813e-05,3.79222716875303e-08,0.648287172114416,"TAS",-40.97,147.364,"modified","river dominated","WAVE-DOMINATED DELTA",0.03609,NA,0.20731,0.67735,0.3089,NA,NA,NA,NA,NA,0.47484,NA,NA,0.23046,6.85,376,0.17,3.06,NA,NA,0.2,1.155,5.139,5.9,9.4,2.2,"Semi Diurnal"
"Little Henty River",-5.76285981225266e-06,2.57085539593619e-05,-3.72342735838672e-05,0.71479284997363,1.28208621126596e-05,"TAS",-41.949,145.196,"modified","river dominated","WAVE-DOMINATED DELTA",0.31739,NA,NA,0.00497,1.19412,NA,NA,NA,0.08822,NA,0.31508,NA,NA,7.45778,8.09,359,0.26,3.83,NA,NA,0.19,2.483,9.108,8.4,14.4,1,"Diurnal"
"Little Moyle Inlet",-8.83434957479264e-06,-1.14451454696699e-06,-1.65241846026183e-05,0.0220635107831913,1.874087275198e-14,"NT",-13.782,129.784,"near pristine","wave dominated","STRANDPLAIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.49,1302,6.14,11.4,NA,NA,1.4,0.457,3.899,3.9,8.9,5.3,"Semi Diurnal"
"Little Sherlock River",1.88588698367395e-05,2.78414030572345e-05,9.87633661624445e-06,3.22804547180509e-05,0.0866725965435609,"WA",-20.732,117.431,"largely unmodified","tide dominated","TIDAL FLAT/CREEK",NA,NA,NA,NA,5.39179,1.69084,29.07291,0.19487,NA,NA,6.37021,NA,NA,10.50374,18.51,2165,1.31,4.51,NA,NA,1,0.269,3.673,1.2,7.5,4.5,"Semi Diurnal"
"Little Swanport",1.39644115015293e-05,2.37768138654839e-05,4.1520091375748e-06,0.0047069625465779,9.60957702734629e-07,"TAS",-42.312,148,"modified","wave dominated","WAVE-DOMINATED ESTUARY",NA,3.74561,0.80899,0.84827,0.14016,NA,1.41803,NA,0.00966,NA,5.52407,NA,NA,20.12791,31.3,723,4.28,8.11,0.82,0.51,0.39,0.499,5.477,1.9,10.3,1.2,"Diurnal"
"Liverpool Creek",4.47467475433928e-06,2.06538624317304e-05,-1.17045129230518e-05,0.581867297583024,0.00501822710408732,"QLD",-17.709,146.109,"largely unmodified","river dominated","WAVE-DOMINATED DELTA",0.03269,NA,NA,0.32067,0.22931,0.5585,NA,0.09775,NA,NA,0.30041,NA,NA,0.14327,8.57,313,0.21,4.02,NA,NA,0.031,1.154,5.947,4,12.3,2.2,"Diurnal"
"Lockhardt River",-5.05789052291204e-06,-1.28507994644874e-06,-8.83070109937533e-06,0.00780404689428805,1.55076370433929e-07,"QLD",-12.877,143.371,"near pristine","tide dominated","TIDE-DOMINATED ESTUARY",NA,NA,NA,1.52341,1.56834,41.68299,27.80528,0.63716,NA,NA,20.36299,NA,NA,NA,118.12,900,16.42,16.84,NA,NA,2.95,0.545,5.742,1.4,13,2.1,"Diurnal"
"Logan Albert River",2.55197423868771e-06,8.4111218068559e-06,-3.30717332948047e-06,0.384227183501383,2.47413407120902e-06,"QLD",-27.694,153.349,"modified","river dominated","TIDE-DOMINATED DELTA",NA,NA,NA,NA,0.01992,2.27386,0.21879,0.60686,NA,NA,2.13824,NA,NA,1.21896,53.71,3822,5.01,21.81,0.79,0,0.32,0.475,7.175,1.6,11.7,1.4,"Semi Diurnal"
"Logan Lagoon",1.35187274885212e-06,7.65198349105758e-06,-4.94823799335335e-06,0.668337333894936,0.0298628798793197,"TAS",-40.17,148.29,"near pristine","wave dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"Louisa Creek",3.27411777863284e-06,1.09892693865742e-05,-4.44103382930847e-06,0.396384508984913,0.329596702266192,"TAS",-43.516,146.345,"near pristine","wave dominated","OTHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72,NA,NA,2.39,NA,NA,0.031,NA,NA,NA,NA,NA,""
"Louisa Creek",3.27411777863284e-06,1.09892693865742e-05,-4.44103382930847e-06,0.396384508984913,0.329596702266192,"QLD",-21.272,149.27,"largely unmodified","tide dominated","TIDE-DOMINATED ESTUARY",0.54856,NA,NA,NA,0.03372,2.03163,1.36572,0.07447,NA,NA,0.5711,NA,NA,NA,12.55,33,0.61,4.92,NA,NA,0.33,0.838,5.193,3.7,9.5,4.9,"Semi Diurnal"
"Love River",-1.06071138965294e-06,3.26423911745056e-06,-5.38566189675644e-06,0.624173257024488,1.24337209674137e-09,"QLD",-13.495,141.562,"near pristine","wave dominated","WAVE-DOMINATED ESTUARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.69,327,12.79,20.13,3.44,NA,1.08,0.377,3.456,4.3,10.9,1.8,"Diurnal"
